SITE CODE= 8A4óOíJí¨êVí¨                ,38.1033,142.8600, 24,9.0,40613.6154873, 24.87, 42.94
 LAT.=   38.5401
 LON.=  141.1272
 SAMPLING RATE= 100Hz 
 UNIT  = gal(cm/s/s) 
INITIAL TIME = 2011 03 11 14 46 30
 NS,EW,UD
-30.923,32.153,14.848
-35.849,30.845,10.725
-39.259,29.732,6.663
-41.369,28.633,2.107
-43.673,27.503,-3.774
-44.938,27.548,-10.972
-45.268,28.229,-16.651
-42.366,30.887,-15.609
-38.255,33.338,-7.593
-34.864,34.379,4.582
-30.664,36.222,16.287
-28.639,36.904,21.443
-26.347,36.551,19.798
-23.167,34.398,12.691
-23.326,29.282,1.369
-24.509,24.198,-8.547
-24.386,19.603,-12.695
-23.207,13.673,-11.923
-21.089,6.038,-9.305
-18.038,-0.438,-7.043
-15.670,-4.577,-6.720
-14.565,-8.613,-8.324
-13.118,-13.030,-9.992
-11.433,-16.974,-10.720
-10.236,-20.850,-10.598
-9.184,-25.067,-8.460
-6.634,-28.081,-2.438
-4.210,-31.136,4.985
-3.120,-34.586,9.610
-1.798,-35.686,10.243
-1.985,-35.629,7.119
-3.232,-35.307,2.116
-4.158,-34.813,-2.720
-5.540,-35.091,-7.629
-6.727,-35.605,-13.684
-7.680,-36.202,-19.977
-7.766,-36.404,-22.975
-7.611,-37.196,-20.658
-8.158,-40.046,-14.860
-7.767,-43.886,-9.437
-7.921,-47.632,-7.594
-9.297,-50.040,-8.062
-10.684,-51.068,-5.797
-13.309,-51.778,0.262
-16.605,-52.341,5.832
-18.530,-52.232,9.240
-20.146,-50.579,10.923
-23.327,-47.628,12.442
-24.488,-42.396,17.798
-22.158,-35.010,24.656
-19.820,-27.519,27.532
-16.450,-19.002,25.536
-12.201,-10.084,17.892
-8.315,-2.350,7.066
-2.817,5.319,-0.388
2.414,12.002,-0.957
6.792,18.078,6.367
12.586,25.343,18.267
18.332,30.624,27.186
24.721,34.626,28.467
31.186,39.921,19.697
35.016,43.019,2.678
38.361,43.706,-15.102
40.372,42.893,-26.586
41.196,40.970,-25.818
42.949,38.903,-12.626
44.007,34.907,5.208
45.170,30.299,20.101
45.205,25.841,26.761
43.424,20.662,22.908
41.459,14.929,12.057
38.604,7.638,1.498
36.405,0.695,-2.334
35.624,-5.816,0.639
35.488,-13.554,3.620
35.666,-19.572,1.544
35.792,-22.062,-4.900
36.602,-21.989,-12.589
37.828,-20.569,-17.854
38.638,-17.655,-19.035
38.314,-12.246,-17.983
35.975,-5.370,-16.707
33.142,1.814,-13.358
30.602,5.850,-8.055
28.131,4.654,-5.219
27.041,3.454,-5.771
24.764,3.826,-8.539
20.989,3.369,-12.430
19.450,2.745,-15.357
19.510,1.844,-16.379
19.552,0.503,-15.959
19.198,-0.682,-15.422
18.417,-2.201,-16.262
17.068,-3.045,-15.677
16.004,-1.408,-8.846
15.176,0.621,1.988
14.659,2.471,13.132
16.803,6.705,23.723
19.587,11.756,31.135
21.711,16.518,34.148
24.602,21.634,33.469
27.068,26.508,30.837
28.837,31.479,28.251
29.638,35.802,25.632
28.922,38.392,22.811
26.464,38.908,18.085
21.937,36.863,9.696
16.343,33.414,0.113
8.979,29.561,-7.905
0.296,25.052,-12.474
-6.588,20.594,-12.435
-12.211,16.711,-9.666
-16.420,13.711,-6.204
-16.582,12.150,-2.484
-15.070,11.065,0.307
-14.096,11.154,1.994
-11.052,14.622,5.365
-6.370,19.198,9.848
-1.715,22.481,12.096
3.855,25.550,12.066
8.299,27.223,9.373
9.938,26.693,4.638
9.841,25.064,0.982
7.752,21.434,-2.138
4.309,16.207,-6.304
1.236,11.346,-9.605
-1.196,6.733,-9.959
-3.145,1.018,-8.089
-3.619,-4.839,-6.208
-2.836,-8.614,-5.171
-2.470,-11.750,-4.910
-2.021,-16.084,-4.351
-0.405,-19.284,-0.079
1.052,-22.003,7.555
1.769,-26.558,13.727
2.273,-29.916,15.192
1.709,-31.765,11.513
0.593,-33.755,5.246
-1.657,-35.352,-1.046
-5.251,-36.598,-5.266
-8.753,-37.266,-6.673
-13.397,-37.739,-5.750
-18.336,-37.400,-2.289
-23.022,-36.936,1.557
-27.897,-36.534,4.418
-29.569,-33.958,4.231
-23.888,-29.582,-0.379
-14.860,-24.319,-5.618
-10.272,-19.128,-9.676
-4.808,-14.398,-13.212
4.874,-10.924,-17.746
13.011,-8.766,-23.825
19.280,-6.861,-29.231
23.953,-7.223,-30.413
27.914,-9.300,-24.316
30.710,-11.803,-12.986
30.597,-15.361,-0.477
29.207,-18.761,9.713
26.367,-22.604,14.641
22.618,-28.040,14.807
18.764,-33.562,11.832
14.176,-37.915,5.736
10.804,-39.482,-0.483
9.930,-36.545,-1.212
8.713,-31.456,2.736
7.209,-25.016,8.339
8.296,-16.444,14.079
8.556,-9.110,14.816
6.967,-2.793,9.513
7.375,5.127,4.054
7.103,11.986,2.000
5.193,16.892,4.235
5.755,22.055,9.825
8.059,26.319,14.263
10.827,29.545,14.515
15.093,33.496,12.621
19.186,37.680,12.300
19.939,40.180,13.555
15.995,38.832,13.667
8.572,32.901,11.990
2.005,24.131,11.720
-1.973,14.580,15.057
-8.752,3.616,17.363
-18.000,-7.873,15.040
-24.920,-17.123,8.445
-31.890,-24.842,-1.219
-38.043,-31.413,-8.615
-41.150,-36.066,-10.342
-45.180,-38.957,-8.791
-49.347,-38.670,-6.354
-50.720,-34.781,-3.033
-52.153,-30.073,-0.085
-53.881,-25.605,0.391
-53.417,-19.590,0.014
-53.243,-12.535,-0.624
-53.808,-5.827,-1.805
-52.401,1.911,-1.924
-51.278,9.954,-2.848
-50.455,16.659,-5.071
-47.112,23.587,-6.454
-44.876,29.082,-9.027
-43.841,32.562,-11.686
-41.266,36.563,-11.704
-41.469,38.565,-12.323
-42.557,38.507,-13.430
-41.515,37.898,-12.500
-42.557,35.408,-11.570
-44.417,31.582,-12.091
-44.463,27.836,-11.316
-44.504,25.908,-7.937
-46.454,22.862,-6.608
-47.125,18.659,-9.645
-45.812,17.185,-16.091
-47.254,14.556,-24.966
-48.100,11.164,-31.069
-47.581,9.717,-30.000
-49.391,7.104,-22.388
-50.815,3.968,-10.579
-51.290,2.608,3.604
-51.858,2.161,17.196
-51.555,1.351,27.393
-50.507,0.716,32.071
-50.414,0.014,26.664
-50.097,-0.574,13.709
-48.225,0.230,1.235
-47.139,0.261,-7.131
-45.083,-0.522,-8.051
-42.335,-0.938,-3.184
-41.147,-2.745,1.159
-39.023,-5.131,2.904
-36.343,-6.944,3.148
-33.167,-8.385,3.431
-29.065,-9.202,3.959
-24.497,-8.859,4.857
-18.388,-8.110,4.542
-11.062,-7.924,0.492
-2.200,-6.616,-5.861
5.887,-4.729,-12.418
11.985,-2.423,-17.171
18.121,1.195,-18.943
23.263,4.837,-18.723
28.122,9.063,-17.505
32.431,12.622,-17.397
35.626,15.679,-18.342
38.657,19.851,-18.397
39.384,22.859,-17.424
39.205,25.642,-14.156
39.775,29.218,-8.348
39.691,32.505,-2.752
39.820,35.854,0.218
40.501,39.075,-0.143
40.896,43.052,-2.668
40.379,47.646,-5.445
39.838,52.000,-6.666
39.874,56.677,-5.799
39.990,61.078,-3.202
41.113,64.432,1.328
42.778,67.348,7.061
44.269,68.750,11.400
45.496,66.462,11.054
46.119,62.941,5.911
45.854,58.335,-0.694
44.279,49.691,-5.684
42.631,40.026,-6.584
40.810,31.425,-3.663
38.075,22.483,-0.725
36.348,13.599,1.131
36.407,6.318,3.481
35.722,0.059,4.918
34.446,-5.654,3.712
34.169,-10.561,-1.142
33.898,-15.686,-8.404
34.824,-19.870,-13.779
35.548,-24.948,-16.392
36.713,-30.575,-14.459
39.556,-34.654,-8.771
39.100,-40.355,-5.175
38.963,-44.120,-2.150
40.133,-45.929,1.971
38.443,-49.523,4.350
37.822,-52.034,5.146
38.284,-53.436,5.898
37.030,-53.430,7.500
34.535,-52.409,9.912
31.745,-50.572,12.916
28.223,-45.989,15.446
23.282,-40.708,15.929
18.772,-34.804,15.742
14.700,-27.213,15.941
9.377,-19.989,15.163
4.532,-12.659,13.233
0.349,-4.938,9.305
-4.397,1.468,3.518
-7.614,7.054,-2.432
-10.410,10.976,-9.542
-12.765,13.770,-16.481
-12.531,17.685,-19.707
-12.702,21.374,-19.414
-13.330,24.277,-16.454
-11.527,27.453,-9.778
-9.982,30.209,-1.661
-10.033,31.377,4.979
-8.549,31.826,10.620
-8.426,31.238,13.108
-10.583,28.946,10.411
-11.998,25.845,3.136
-14.017,22.325,-7.095
-14.946,19.649,-17.227
-12.842,16.635,-25.089
-8.090,13.753,-27.010
-3.964,13.280,-22.148
-2.028,13.270,-15.371
1.266,13.760,-10.411
3.666,14.460,-9.193
4.459,13.578,-11.455
4.987,11.224,-15.542
4.165,8.023,-18.527
3.482,4.869,-17.877
2.138,0.841,-14.725
1.184,-3.276,-9.144
0.966,-6.634,-2.229
-0.864,-10.581,2.411
-2.237,-14.473,3.194
-3.471,-18.009,0.780
-5.766,-20.818,-1.630
-8.301,-23.807,-2.540
-10.986,-28.297,-2.806
-12.772,-31.668,-0.728
-14.407,-34.466,4.406
-15.958,-39.171,10.234
-16.411,-43.752,13.780
-17.677,-47.477,11.387
-19.469,-49.951,3.609
-21.039,-49.750,-5.049
-24.002,-48.322,-12.961
-26.637,-44.272,-18.614
-28.234,-36.948,-20.150
-29.947,-30.176,-18.164
-31.175,-23.862,-14.444
-32.896,-17.184,-11.080
-35.002,-10.925,-8.048
-37.373,-5.302,-3.395
-40.495,-1.631,3.869
-43.226,-0.264,12.948
-45.534,-0.109,22.361
-47.916,-0.833,29.669
-50.740,-3.329,32.104
-52.891,-6.555,28.694
-55.142,-9.815,19.513
-58.210,-13.323,8.018
-60.267,-15.820,-0.822
-63.223,-18.374,-4.992
-66.250,-20.996,-3.411
-68.883,-24.407,0.346
-72.571,-29.701,0.992
-74.347,-33.915,-0.364
-75.985,-38.541,-2.241
-77.866,-46.228,-5.252
-74.597,-54.819,-8.114
-66.322,-61.714,-9.879
-57.886,-65.609,-11.096
-50.288,-66.750,-11.530
-40.700,-66.266,-11.679
-29.336,-64.138,-12.413
-17.724,-59.775,-13.025
-7.452,-55.181,-13.910
1.490,-50.873,-14.734
11.183,-46.243,-14.561
19.869,-43.055,-15.378
26.575,-41.384,-18.084
32.627,-40.150,-18.935
37.480,-38.893,-14.014
40.112,-39.143,-3.995
41.816,-40.281,9.893
43.633,-39.534,25.921
42.668,-38.473,39.388
39.375,-37.018,47.535
34.802,-34.444,49.100
27.434,-32.305,42.857
20.122,-30.028,30.384
13.844,-27.061,15.564
7.637,-23.799,2.816
3.829,-20.985,-4.582
2.753,-18.859,-6.845
2.517,-16.873,-7.109
2.603,-15.034,-8.026
2.286,-13.706,-10.652
0.959,-13.538,-14.629
0.507,-13.833,-16.968
0.168,-13.695,-16.222
-2.273,-13.971,-14.200
-3.640,-13.428,-9.880
-4.432,-12.470,-3.474
-7.375,-13.191,2.060
-9.589,-13.491,6.721
-12.029,-13.167,10.660
-15.599,-13.103,14.399
-17.407,-12.713,19.111
-18.230,-12.336,23.470
-18.990,-11.834,24.993
-19.114,-11.549,20.901
-18.884,-10.855,10.160
-18.546,-9.280,-4.490
-18.193,-8.024,-19.061
-17.286,-6.828,-30.150
-15.663,-5.357,-35.872
-13.740,-3.550,-35.991
-10.671,-0.724,-30.175
-6.396,2.644,-19.597
-2.171,5.403,-9.008
1.680,7.625,-1.860
5.290,11.027,2.564
7.588,15.022,5.179
8.505,18.243,7.218
9.779,21.718,9.604
10.582,24.644,10.545
10.430,27.579,9.038
10.420,31.765,6.214
10.420,35.946,4.245
11.020,40.641,4.350
11.364,44.602,5.170
11.689,47.602,6.982
13.792,52.182,10.837
15.609,56.105,15.682
17.621,59.326,21.566
21.398,63.396,27.496
24.241,65.229,28.992
26.857,66.068,23.177
30.795,68.350,12.321
33.653,70.519,0.330
35.570,72.059,-10.501
38.138,72.519,-18.795
40.536,72.330,-23.903
43.022,72.794,-23.850
45.872,73.788,-16.308
47.686,73.586,-4.165
48.200,70.666,6.107
47.713,66.699,10.014
46.622,62.777,7.769
45.151,59.074,3.389
43.061,56.563,1.177
41.416,54.828,2.398
40.529,53.396,2.759
40.348,52.819,-0.574
41.963,54.290,-5.220
43.937,55.942,-10.282
45.890,56.102,-13.370
48.729,56.755,-12.065
50.206,56.418,-8.818
51.214,54.020,-4.505
52.579,50.678,1.393
51.578,45.953,8.680
48.941,40.939,16.628
45.548,35.827,23.239
41.736,31.961,28.813
37.609,30.006,31.918
32.268,28.128,29.573
27.730,28.438,22.796
22.569,29.370,12.341
16.901,29.615,1.813
13.916,30.939,-4.249
10.643,30.342,-6.771
7.923,29.136,-5.519
6.897,28.416,-0.555
5.212,26.004,4.616
4.198,23.100,7.173
3.670,20.050,5.730
2.402,17.153,0.612
0.777,14.682,-5.819
0.263,12.758,-9.983
0.269,11.446,-10.176
-0.734,9.912,-8.352
-0.893,8.755,-6.454
-0.420,8.541,-5.560
-1.178,8.954,-6.658
-2.267,9.555,-7.891
-3.081,10.218,-6.754
-4.763,10.514,-4.113
-6.679,9.612,-1.632
-7.551,8.288,0.109
-8.881,6.991,0.389
-10.491,5.023,-0.389
-11.239,2.516,-1.163
-12.003,-0.354,-1.182
-11.844,-3.545,0.591
-10.282,-7.246,3.293
-8.120,-11.285,4.922
-5.362,-15.093,3.664
-2.640,-18.910,-1.600
0.402,-22.395,-8.251
3.987,-25.528,-12.004
6.682,-29.339,-11.352
8.493,-33.825,-7.649
10.371,-37.527,-2.123
11.552,-39.445,4.232
11.224,-40.640,9.289
10.586,-41.355,11.993
9.614,-41.205,11.367
7.106,-40.332,7.158
4.279,-38.227,2.086
1.684,-35.744,-1.993
-0.776,-33.336,-5.210
-2.300,-31.169,-9.137
-3.173,-29.085,-14.553
-2.866,-25.954,-18.484
-1.801,-23.525,-18.578
-0.688,-21.969,-13.868
1.475,-19.860,-4.143
2.834,-18.416,6.810
3.328,-18.750,15.222
4.429,-20.827,19.879
3.499,-23.321,20.220
1.137,-26.071,17.593
-1.419,-29.301,13.707
-5.161,-31.541,9.725
-8.454,-33.191,6.992
-11.413,-34.350,5.953
-14.416,-34.078,6.786
-17.134,-33.745,8.273
-20.682,-33.770,8.687
-24.234,-33.084,8.816
-27.816,-32.878,7.871
-32.528,-34.263,4.101
-36.225,-34.977,0.432
-39.150,-34.760,-0.701
-43.235,-35.211,0.636
-46.033,-34.918,4.862
-48.062,-34.086,8.507
-50.785,-33.587,6.894
-51.949,-32.307,1.644
-52.477,-30.459,-3.114
-53.925,-29.891,-6.057
-54.757,-30.959,-6.547
-54.570,-32.194,-5.022
-54.748,-34.308,-4.491
-53.816,-37.605,-5.885
-50.579,-41.209,-8.371
-47.900,-45.606,-13.300
-45.981,-50.670,-20.355
-42.586,-54.611,-24.571
-39.521,-56.422,-22.014
-38.346,-59.511,-15.348
-35.848,-63.542,-8.635
-32.111,-64.141,-3.101
-30.732,-63.914,-0.494
-30.199,-64.521,-0.044
-28.803,-64.077,1.196
-28.556,-63.352,2.834
-29.412,-62.235,3.163
-29.119,-60.039,1.214
-27.011,-56.302,-3.390
-24.468,-51.151,-9.584
-21.832,-45.084,-14.821
-18.664,-37.740,-17.452
-15.440,-30.478,-17.580
-11.325,-23.690,-14.534
-6.297,-16.169,-7.804
-2.006,-9.619,0.768
2.614,-4.818,8.672
7.653,-1.000,12.592
10.807,1.020,9.482
13.544,2.785,2.144
16.527,5.034,-3.561
18.235,5.710,-5.331
19.825,4.817,-5.310
21.509,3.463,-7.380
23.206,2.985,-11.818
24.473,2.600,-16.796
24.251,0.703,-20.564
23.934,-1.143,-20.345
23.225,-2.420,-16.278
22.337,-2.994,-9.908
22.757,-2.048,-2.228
22.897,-0.827,3.507
22.989,0.991,5.068
23.573,4.078,3.239
22.940,8.031,0.581
21.728,13.177,0.415
20.689,18.090,3.691
19.208,22.456,7.797
17.453,26.363,8.396
15.466,29.122,5.604
13.584,32.366,4.095
10.971,34.723,5.523
7.640,35.339,8.961
5.478,35.499,11.004
3.463,34.385,8.566
2.109,33.230,2.782
2.361,30.719,-5.482
4.056,25.485,-13.085
7.530,19.893,-15.086
10.583,14.737,-10.544
13.616,9.658,-2.297
18.654,4.538,6.236
24.660,1.006,13.035
28.845,-2.055,15.648
31.931,-5.062,15.068
35.936,-5.942,14.420
38.267,-6.650,12.601
40.024,-6.948,9.919
43.658,-5.589,8.806
46.980,-4.288,7.893
49.721,-2.996,4.422
52.684,-0.226,-1.796
55.332,4.263,-8.061
57.270,8.759,-11.620
59.152,12.149,-11.166
62.225,15.576,-6.778
65.240,18.561,-1.132
67.484,20.458,3.747
69.818,22.453,8.016
71.305,23.495,11.804
71.101,23.062,14.629
68.631,22.811,15.950
64.066,23.052,15.084
57.726,23.148,11.218
51.208,23.644,6.652
45.308,24.466,2.896
38.165,24.946,-0.957
32.313,26.771,-3.352
27.438,29.134,-5.361
21.425,30.385,-9.490
17.400,32.022,-14.416
14.423,33.696,-18.935
11.163,35.055,-22.020
8.902,37.109,-21.647
7.395,39.607,-16.798
5.769,42.209,-9.331
4.005,44.240,-4.531
3.488,45.186,-5.909
2.277,46.859,-11.703
-0.951,49.543,-18.526
-3.538,51.598,-23.174
-5.153,54.205,-22.662
-6.546,57.764,-15.402
-7.825,61.158,-3.979
-9.005,63.875,5.255
-8.398,66.400,8.988
-7.663,69.295,6.544
-9.823,71.197,-0.143
-12.287,73.348,-4.891
-14.743,75.704,-3.690
-18.675,75.579,3.230
-22.664,72.838,10.917
-25.670,67.515,14.276
-26.489,61.348,12.352
-27.132,55.575,4.368
-28.849,50.486,-7.013
-29.239,47.069,-16.923
-28.406,43.568,-23.207
-26.095,40.259,-24.386
-22.586,38.392,-21.336
-19.859,36.801,-17.132
-17.553,35.667,-13.494
-16.066,34.267,-11.539
-16.388,32.094,-11.805
-17.369,30.344,-12.452
-18.800,28.493,-11.591
-21.316,26.261,-8.774
-23.795,23.617,-4.231
-25.651,20.047,0.155
-27.710,16.797,2.684
-30.139,14.073,3.533
-32.735,10.908,3.761
-35.117,7.646,3.723
-37.000,3.602,1.729
-37.980,-0.845,-2.962
-37.990,-4.410,-9.129
-38.045,-8.384,-16.079
-37.637,-12.000,-21.683
-36.616,-15.129,-23.352
-35.772,-19.798,-20.669
-33.821,-23.997,-13.423
-31.252,-27.429,-2.893
-28.564,-31.278,6.984
-25.668,-34.890,11.828
-24.100,-38.379,10.064
-23.101,-40.791,5.089
-23.308,-42.712,2.990
-24.547,-44.548,6.691
-25.440,-46.243,12.576
-27.648,-47.465,16.491
-30.795,-45.292,16.945
-34.377,-40.305,14.168
-37.653,-34.445,9.659
-39.904,-28.473,3.451
-41.662,-22.392,-2.524
-42.313,-15.133,-4.344
-43.347,-8.044,-2.593
-44.264,-3.164,-0.313
-42.237,-0.521,1.310
-40.330,1.365,1.379
-40.000,2.534,0.869
-38.262,1.153,2.377
-36.492,-1.922,6.508
-35.615,-4.365,11.873
-35.307,-7.513,15.023
-34.786,-11.716,14.105
-32.733,-15.856,9.535
-31.020,-20.269,2.093
-29.636,-23.879,-6.356
-28.198,-27.030,-14.405
-26.698,-29.600,-21.172
-24.656,-31.055,-26.352
-22.140,-32.126,-28.761
-18.622,-31.886,-26.441
-15.411,-31.182,-20.344
-12.804,-31.052,-13.207
-10.008,-30.394,-6.327
-7.372,-29.656,0.272
-5.199,-29.804,6.894
-3.200,-30.413,13.900
-1.132,-31.748,20.345
0.701,-33.389,24.904
2.195,-34.827,26.556
2.666,-37.239,23.984
2.279,-39.824,17.236
1.301,-41.955,7.602
-0.923,-43.681,-2.823
-3.201,-44.066,-10.536
-4.514,-44.239,-13.073
-5.417,-44.767,-11.192
-5.116,-43.936,-5.888
-3.549,-41.470,1.695
-1.875,-38.850,8.036
0.785,-36.664,10.668
4.135,-34.367,9.124
7.289,-31.754,4.772
10.920,-29.438,1.639
15.298,-27.482,2.302
20.281,-25.745,5.508
25.180,-24.492,8.898
29.649,-23.065,11.060
33.045,-21.636,11.763
35.393,-21.023,11.463
36.672,-22.007,9.491
36.731,-23.616,7.589
36.869,-23.951,9.761
35.945,-25.893,13.666
34.870,-28.835,15.501
35.080,-29.188,13.537
33.332,-29.319,5.459
30.609,-28.222,-4.169
27.399,-25.248,-8.926
20.665,-23.217,-7.745
13.881,-20.464,-1.641
9.525,-17.645,5.571
4.612,-15.130,10.489
-1.469,-11.579,12.925
-7.201,-8.787,14.422
-12.064,-6.189,16.240
-16.503,-3.733,16.595
-20.260,-2.295,13.353
-22.674,-0.316,6.582
-23.992,1.459,-2.427
-24.151,1.892,-10.246
-23.277,1.701,-14.559
-23.129,0.361,-16.870
-23.645,-1.673,-18.379
-23.995,-3.604,-19.437
-25.167,-6.252,-19.746
-26.884,-9.592,-17.717
-29.171,-13.647,-12.918
-32.440,-17.998,-6.589
-35.603,-21.478,-0.342
-38.204,-23.818,4.953
-37.941,-23.624,8.996
-30.886,-21.236,11.143
-21.093,-19.148,9.565
-14.387,-15.841,3.214
-6.450,-10.843,-4.930
4.295,-6.700,-11.702
13.259,-3.339,-15.827
21.268,-0.520,-15.906
29.545,1.366,-12.925
37.007,3.109,-8.474
43.871,4.952,-3.174
49.379,5.860,1.150
53.551,6.054,4.200
56.621,5.167,5.827
57.766,2.190,4.791
57.729,-1.297,1.275
56.351,-5.497,-4.411
54.399,-9.774,-9.569
52.966,-12.451,-10.896
51.145,-15.334,-9.273
50.230,-17.550,-7.157
49.627,-17.721,-6.938
48.395,-16.467,-8.772
47.959,-14.041,-11.005
47.319,-11.073,-12.149
46.128,-6.930,-11.032
44.679,-2.647,-9.123
43.341,1.497,-6.859
42.414,6.423,-2.944
40.890,10.393,1.453
39.550,13.646,4.049
38.193,16.814,2.947
36.185,19.933,-1.295
34.201,22.879,-6.432
32.175,25.045,-10.492
30.748,27.830,-10.820
28.483,30.198,-8.287
25.125,31.306,-5.699
23.330,33.368,-2.207
20.944,35.519,2.623
16.949,36.916,8.119
13.566,38.273,13.767
9.860,38.716,17.197
5.747,38.518,16.729
2.109,38.333,13.280
-1.780,37.409,7.927
-5.938,35.379,2.089
-9.314,32.541,-2.714
-12.181,28.114,-8.439
-14.436,22.400,-16.799
-14.587,18.083,-26.329
-14.147,14.707,-35.276
-13.995,11.912,-41.339
-12.332,10.454,-42.390
-8.661,7.885,-39.346
-3.292,5.333,-35.477
2.900,4.611,-31.960
9.186,3.674,-27.711
14.942,2.598,-22.254
20.381,1.503,-15.865
26.357,0.566,-8.692
31.273,0.796,-1.928
33.813,0.780,2.224
35.271,1.623,4.225
34.262,4.446,3.657
29.315,7.239,-1.011
23.743,10.645,-6.979
17.778,14.086,-11.304
10.957,16.629,-12.187
4.972,19.513,-10.215
-1.600,21.354,-9.558
-7.504,22.191,-11.494
-11.669,23.054,-15.517
-16.066,23.227,-20.262
-19.526,23.339,-21.439
-21.250,23.501,-16.667
-22.112,23.098,-8.574
-22.111,21.994,-1.680
-20.430,21.159,2.620
-17.328,21.818,4.793
-14.559,22.707,5.317
-11.427,22.927,5.096
-7.914,22.305,3.885
-4.788,21.599,3.201
-1.782,21.195,3.911
0.405,19.213,4.856
3.047,16.385,6.143
4.754,13.182,6.726
4.621,10.478,7.477
4.181,8.475,8.745
2.529,4.883,8.480
1.309,2.192,7.762
-0.529,0.308,6.586
-3.841,-2.520,4.386
-6.378,-3.949,2.935
-9.689,-4.135,2.880
-13.729,-3.895,4.378
-16.988,-3.020,7.579
-19.854,-2.280,10.916
-22.359,-1.568,13.313
-24.758,-0.128,15.078
-27.757,0.680,15.988
-30.057,0.634,16.149
-32.290,0.413,15.190
-35.511,-0.265,13.719
-37.737,-0.884,13.279
-40.371,-2.586,12.747
-42.802,-4.301,12.164
-44.263,-5.409,10.270
-47.152,-7.350,4.968
-48.275,-7.165,0.151
-47.867,-5.736,-3.049
-47.473,-4.985,-6.277
-43.921,-3.034,-8.444
-39.845,-1.255,-9.971
-35.958,0.713,-9.163
-29.535,2.987,-2.991
-23.064,4.537,8.799
-18.031,7.443,23.672
-13.298,9.638,35.579
-8.100,9.857,39.902
-2.940,10.813,36.591
1.171,11.484,28.321
3.839,10.660,17.841
5.191,9.778,7.616
6.381,10.004,0.381
7.856,10.368,-3.107
10.154,10.543,-3.137
13.250,11.375,-1.521
15.947,11.964,-1.179
18.565,12.738,-2.130
20.804,13.672,-3.573
23.113,13.857,-4.788
26.374,13.872,-5.644
29.112,13.706,-7.471
31.697,13.959,-10.422
34.638,14.481,-13.548
37.581,15.257,-14.281
39.908,16.628,-10.484
40.852,17.656,-1.837
41.968,18.554,9.904
42.064,18.061,19.498
40.570,15.879,23.046
37.951,11.786,18.792
31.779,5.276,9.177
23.245,0.991,0.806
14.218,-1.896,-2.583
6.508,-5.737,0.601
-0.252,-7.468,7.520
-7.955,-7.596,12.020
-13.576,-5.831,10.927
-18.264,-2.846,4.245
-23.426,-0.609,-4.108
-26.809,1.554,-9.503
-28.632,2.925,-9.457
-28.710,3.524,-5.194
-27.223,2.858,-2.543
-24.280,1.308,-5.824
-20.601,-0.388,-13.623
-16.918,-2.584,-20.870
-14.061,-4.061,-23.275
-12.700,-6.050,-19.251
-10.719,-8.839,-10.588
-8.998,-11.485,-1.917
-7.895,-14.859,4.154
-6.779,-18.539,7.505
-7.465,-22.057,7.977
-8.644,-25.108,7.093
-9.206,-27.490,7.639
-9.769,-29.559,10.413
-9.586,-31.795,14.031
-8.177,-33.931,16.128
-6.225,-34.634,15.542
-3.972,-33.884,13.632
-1.441,-33.079,11.365
1.236,-32.106,9.902
4.201,-30.381,10.980
7.411,-28.763,13.994
11.830,-26.579,16.149
16.356,-23.055,13.959
20.218,-18.030,8.460
24.363,-11.904,2.848
27.077,-6.913,-1.839
29.493,-2.693,-2.125
31.909,0.900,2.264
31.438,2.162,6.105
29.985,2.482,7.382
28.536,2.600,6.708
25.093,0.629,4.039
20.953,-3.395,0.963
17.738,-7.136,1.205
13.952,-10.730,4.655
9.988,-15.570,9.404
7.946,-19.224,16.109
4.523,-22.141,19.850
-0.584,-25.370,17.035
-3.963,-25.143,11.983
-8.593,-23.634,5.991
-13.186,-23.007,0.166
-14.627,-19.597,-2.613
-16.084,-13.918,-3.413
-17.150,-8.514,-3.906
-15.608,-2.697,-2.840
-13.653,3.223,0.484
-12.804,7.033,5.524
-10.817,10.416,13.020
-9.047,13.013,20.131
-8.177,12.955,24.128
-5.730,12.976,26.626
-4.727,11.934,27.045
-5.109,8.921,25.134
-4.793,6.359,22.661
-5.578,4.121,19.886
-6.607,2.034,16.238
-5.825,0.240,11.843
-3.433,-1.879,6.528
-0.961,-4.632,-0.341
1.993,-6.550,-7.457
4.897,-7.441,-14.077
7.190,-8.595,-19.561
10.723,-9.536,-22.718
14.295,-10.654,-24.634
18.058,-10.936,-23.639
22.398,-9.391,-17.914
24.921,-7.986,-11.050
26.077,-5.533,-5.772
24.555,-1.346,-3.034
18.727,1.728,-4.754
12.867,3.004,-9.858
8.787,3.566,-14.759
2.751,3.800,-18.733
-4.635,3.834,-22.051
-10.225,4.010,-23.808
-14.934,4.159,-23.140
-19.234,3.980,-19.583
-22.718,3.005,-13.964
-25.338,1.711,-7.154
-27.278,0.285,-0.092
-28.780,-2.134,6.375
-28.828,-4.455,11.422
-28.248,-7.714,12.251
-26.818,-12.029,8.179
-22.938,-14.868,2.196
-18.555,-17.973,-2.985
-14.240,-21.025,-4.612
-8.815,-22.389,-1.972
-3.345,-22.263,1.871
1.580,-18.039,4.845
5.609,-11.555,6.271
8.686,-6.721,5.757
12.227,-2.256,4.541
14.723,2.155,3.344
14.435,6.120,2.605
13.888,9.661,3.296
14.249,11.279,5.380
15.289,11.754,8.630
16.959,11.721,11.766
