SITE CODE= 8A4óOíJí¨êVí¨                ,38.1033,142.8600, 24,9.0,40613.6154873, 24.87, 42.94
 LAT.=   38.5401
 LON.=  141.1272
 SAMPLING RATE= 100Hz 
 UNIT  = gal(cm/s/s) 
INITIAL TIME = 2011 03 11 14 46 30
 NS,EW,UD
18.833,50.798,-13.555
17.873,56.925,-9.307
16.946,61.951,-3.132
16.814,67.040,3.836
15.255,71.017,7.798
13.114,72.691,8.226
12.092,72.341,5.651
10.149,67.861,-1.292
8.659,60.019,-9.255
7.163,52.180,-15.991
3.492,44.986,-22.014
0.686,38.250,-25.913
-0.940,32.210,-26.530
-2.503,28.042,-23.492
-3.491,24.415,-18.870
-3.806,22.621,-13.752
-3.974,25.970,-7.962
-5.207,29.922,-4.103
-4.618,34.224,-1.325
-3.064,40.170,0.624
-2.786,44.052,-1.203
-0.039,48.802,-3.521
2.751,54.822,-2.383
3.963,58.905,2.843
7.233,62.945,11.925
10.923,65.881,20.049
13.466,65.921,21.937
16.409,64.845,17.595
18.826,62.477,9.406
18.853,59.256,0.355
18.059,57.347,-4.652
18.224,55.707,-3.986
19.408,52.351,-1.682
22.184,48.697,0.629
25.369,46.482,2.146
26.558,44.506,-0.003
27.003,43.584,-3.892
27.562,44.386,-5.797
27.067,44.892,-2.651
27.939,46.356,7.586
30.081,47.554,20.458
31.771,47.268,30.859
33.562,48.042,36.649
34.980,49.421,37.880
36.060,50.686,34.805
35.532,50.366,25.728
35.496,50.410,13.552
35.561,51.611,0.734
33.780,51.321,-10.593
34.881,52.507,-14.693
35.964,53.696,-12.034
36.064,53.502,-6.475
37.926,52.815,-1.867
38.697,50.398,-0.489
39.848,48.660,0.276
41.117,45.327,0.663
41.543,39.750,0.875
42.082,36.029,4.907
38.441,31.655,12.141
29.314,27.721,18.704
20.830,27.561,22.738
14.842,26.013,22.277
7.090,22.512,15.848
-2.451,20.226,3.356
-10.806,18.162,-12.920
-18.267,17.341,-28.680
-26.133,16.634,-40.054
-32.333,14.218,-43.171
-36.541,10.927,-37.194
-40.526,6.384,-25.605
-42.699,1.162,-13.663
-43.568,-4.032,-6.039
-43.473,-8.687,-3.385
-42.648,-13.192,-4.819
-42.657,-18.180,-8.015
-41.613,-22.055,-7.747
-40.624,-25.608,-1.346
-40.011,-30.134,9.202
-38.307,-34.732,18.591
-37.175,-37.729,22.641
-36.318,-37.872,20.631
-36.354,-37.309,13.845
-36.962,-36.113,6.954
-36.668,-33.505,3.417
-36.793,-31.525,2.112
-37.077,-29.341,2.034
-36.935,-26.336,3.078
-36.468,-24.230,3.471
-35.242,-24.047,0.831
-32.887,-24.879,-4.461
-29.477,-25.392,-10.166
-26.024,-26.490,-14.645
-22.246,-27.994,-16.211
-17.517,-29.647,-14.282
-12.300,-32.038,-9.453
-6.569,-34.442,-2.553
-1.046,-37.495,4.547
4.439,-40.627,10.562
10.028,-43.748,13.643
14.188,-48.139,12.239
18.454,-51.646,9.482
22.598,-54.854,9.604
24.908,-59.367,13.643
27.529,-63.924,20.266
29.785,-68.068,27.171
29.849,-70.898,31.829
29.273,-72.461,33.481
28.495,-74.084,31.884
26.227,-76.330,24.915
23.465,-78.039,14.134
21.531,-78.434,5.115
18.840,-79.209,0.070
15.600,-81.647,-0.859
14.170,-84.550,3.650
12.616,-86.977,11.303
9.186,-90.647,16.715
5.338,-94.663,16.043
-0.673,-97.197,7.784
-9.477,-97.313,-4.404
-18.569,-92.731,-13.752
-25.785,-86.455,-14.310
-31.332,-81.731,-4.203
-37.525,-76.211,11.261
-42.052,-68.550,24.644
-43.386,-60.593,31.413
-42.039,-54.143,32.136
-37.807,-50.218,30.055
-33.050,-48.725,28.421
-27.089,-46.926,29.508
-20.792,-44.998,30.729
-14.886,-44.099,29.834
-7.280,-44.287,26.557
-1.144,-45.895,19.607
2.925,-46.260,10.368
5.881,-46.349,1.220
7.313,-47.247,-6.096
8.881,-47.540,-10.677
10.551,-48.402,-15.193
11.695,-49.323,-23.421
12.003,-49.033,-32.964
11.385,-47.296,-38.437
8.829,-46.620,-40.346
4.805,-47.247,-39.064
1.013,-45.529,-32.768
-3.748,-43.289,-22.799
-9.324,-43.019,-11.677
-13.553,-42.489,-0.418
-17.017,-40.596,9.471
-22.521,-40.652,10.682
-27.371,-41.285,2.119
-29.713,-38.532,-6.579
-33.186,-37.591,-10.841
-34.934,-39.327,-8.346
-33.490,-38.854,0.695
-32.952,-37.655,8.764
-31.520,-36.489,11.350
-27.646,-33.783,10.075
-25.191,-30.311,8.229
-24.616,-27.696,7.326
-23.659,-25.204,8.553
-22.719,-20.919,14.757
-22.641,-15.979,24.983
-22.921,-11.876,34.476
-21.676,-6.993,39.952
-20.090,-1.188,38.452
-19.879,4.112,28.629
-18.646,9.795,13.718
-16.923,15.722,-2.249
-16.147,21.102,-16.031
-15.048,26.512,-24.177
-13.555,31.587,-25.551
-11.929,35.941,-21.485
-10.160,39.906,-13.164
-8.595,43.613,-2.284
-7.158,46.321,7.614
-5.093,46.955,12.918
-1.646,46.113,12.293
2.314,44.157,6.884
5.960,41.000,1.163
9.873,37.918,0.311
13.327,34.593,4.870
16.421,31.244,12.652
19.805,29.329,21.041
22.557,28.466,27.500
24.530,28.959,30.723
25.075,31.034,30.203
23.864,34.251,26.001
20.709,37.525,18.097
16.339,40.309,7.826
12.450,43.996,-2.560
7.920,47.373,-11.651
3.805,49.857,-17.916
1.180,52.750,-21.934
-1.617,55.513,-25.710
-3.517,58.657,-28.792
-3.762,62.454,-30.081
-2.064,65.093,-29.334
3.014,64.274,-26.469
9.598,58.813,-23.912
14.570,50.936,-24.630
19.221,44.930,-26.701
23.953,39.593,-28.010
27.041,31.874,-28.926
30.066,24.881,-27.101
33.637,18.360,-20.831
36.825,11.018,-12.317
39.277,6.214,-3.488
40.978,3.532,4.044
41.897,1.070,8.074
41.740,-0.822,9.286
41.349,-1.616,10.948
40.564,-1.797,15.232
38.750,-1.893,22.457
36.656,-0.771,31.976
34.004,1.956,40.346
29.433,4.995,41.892
25.132,8.181,34.241
21.382,11.330,18.741
15.801,14.346,-0.395
10.735,17.630,-17.843
6.246,20.286,-30.473
1.564,23.432,-36.455
-2.748,27.282,-36.270
-7.016,31.099,-31.172
-9.882,35.710,-22.541
-12.948,39.664,-12.887
-15.402,43.623,-1.108
-16.040,48.382,11.984
-18.620,51.481,20.655
-20.876,52.645,22.511
-21.986,52.718,17.882
-24.550,53.472,10.406
-26.351,54.813,3.755
-27.632,54.508,-2.789
-27.586,55.321,-7.896
-26.276,57.320,-11.906
-25.025,57.750,-16.267
-21.264,58.672,-18.237
-17.821,59.942,-17.798
-16.418,59.973,-17.232
-14.593,59.208,-16.134
-12.325,58.981,-13.039
-10.622,58.587,-8.789
-8.632,57.177,-3.896
-5.138,56.650,0.867
-3.289,55.645,2.209
-0.802,55.392,1.382
3.673,57.682,0.488
5.540,59.321,-3.194
7.625,60.363,-10.041
11.539,62.538,-16.385
13.818,65.599,-19.939
14.813,68.440,-19.738
17.529,70.539,-17.621
20.244,71.403,-19.763
21.075,71.174,-27.729
22.913,71.404,-34.254
24.231,73.580,-29.529
23.116,75.953,-13.693
22.754,74.981,5.174
21.762,72.584,22.493
17.305,69.102,30.913
14.366,62.856,25.393
15.063,56.564,12.671
14.446,51.319,0.438
11.007,46.977,-8.104
8.261,43.053,-11.700
8.985,38.853,-11.040
10.866,34.390,-8.154
11.849,28.720,-5.284
12.089,22.816,-3.761
11.054,18.497,-4.152
8.948,14.295,-7.611
6.876,9.305,-13.170
6.398,4.746,-17.105
6.483,0.002,-16.405
6.295,-5.054,-9.282
7.330,-9.895,2.487
9.662,-14.337,13.475
12.263,-18.250,19.350
14.683,-21.300,20.118
17.728,-22.995,18.551
20.502,-26.450,15.206
22.975,-31.359,9.659
26.351,-35.053,3.438
28.911,-39.414,-1.573
30.716,-43.354,-2.139
32.404,-47.314,3.500
33.570,-54.300,11.443
35.792,-60.954,18.567
36.421,-65.920,22.768
32.514,-69.833,23.773
27.105,-68.354,25.422
18.145,-63.178,24.080
8.709,-58.006,16.577
4.633,-51.823,6.650
-2.202,-45.332,-2.809
-9.459,-36.523,-5.023
-12.924,-27.042,-0.231
-17.001,-19.606,3.740
-16.755,-11.147,4.975
-14.789,-4.276,1.561
-14.122,-0.179,-5.594
-10.027,2.789,-11.393
-6.103,2.764,-13.985
-4.369,2.020,-11.355
-2.578,1.714,-3.829
-0.281,-1.077,3.573
3.825,-4.966,7.553
8.628,-9.211,5.286
12.049,-14.988,-4.119
14.827,-20.515,-16.631
17.094,-25.729,-27.000
19.128,-30.449,-32.037
20.904,-34.209,-32.869
22.488,-37.779,-30.275
24.020,-39.733,-23.418
22.233,-40.219,-13.445
17.717,-40.285,-1.786
13.929,-38.957,9.605
9.252,-36.911,17.143
2.452,-35.673,19.324
-3.968,-33.941,19.818
-9.794,-32.057,20.413
-15.882,-31.689,19.084
-20.413,-31.066,15.269
-25.014,-30.527,6.806
-29.894,-30.127,-5.236
-32.452,-28.998,-15.614
-35.131,-29.811,-22.259
-37.443,-31.918,-22.970
-38.888,-35.041,-18.945
-40.676,-39.731,-13.173
-40.160,-44.351,-5.261
-38.944,-50.135,3.395
-38.051,-55.566,12.446
-36.652,-59.447,20.673
-35.214,-62.098,25.241
-30.876,-60.676,26.704
-23.274,-55.678,24.898
-14.387,-49.114,19.296
-6.577,-41.814,9.905
-0.763,-34.055,-2.156
5.535,-25.561,-11.224
10.698,-18.127,-13.525
13.576,-13.336,-10.083
16.418,-9.870,-1.828
17.412,-7.152,8.745
15.899,-6.279,18.230
13.684,-6.634,25.743
9.602,-7.439,31.132
3.628,-8.271,33.846
-2.245,-9.558,32.393
-7.152,-11.914,25.136
-11.143,-13.917,12.989
-14.197,-16.357,-1.950
-15.619,-20.393,-17.814
-15.044,-24.054,-30.970
-13.666,-27.152,-38.206
-12.304,-30.653,-40.000
-10.029,-32.763,-37.279
-8.526,-32.681,-31.282
-9.152,-31.675,-24.802
-9.344,-29.783,-18.957
-10.082,-27.624,-12.939
-12.329,-25.747,-3.855
-15.073,-24.574,7.033
-18.949,-24.330,13.404
-22.057,-23.145,14.049
-25.536,-22.162,10.513
-29.839,-21.953,4.566
-32.788,-21.915,-3.820
-36.373,-22.133,-14.816
-39.520,-20.450,-23.316
-42.464,-19.936,-27.023
-45.752,-21.070,-26.291
-48.005,-21.342,-21.433
-51.163,-22.250,-13.252
-54.801,-23.169,-3.109
-58.613,-26.010,4.554
-61.307,-29.065,8.540
-63.788,-30.110,8.221
-67.969,-31.627,3.173
-69.649,-30.401,-2.327
-70.064,-26.281,-8.054
-68.579,-20.073,-13.346
-61.005,-12.308,-13.449
-51.936,-7.913,-7.422
-44.160,-4.096,3.797
-36.180,1.005,17.205
-27.299,2.841,28.949
-17.295,2.867,39.530
-7.733,2.113,47.942
-0.095,-2.929,50.482
7.410,-8.798,48.349
15.484,-11.733,43.977
20.902,-16.272,36.415
25.932,-21.979,26.627
32.850,-25.040,17.289
37.471,-26.414,8.036
40.434,-26.411,-1.096
44.454,-24.716,-7.125
47.907,-22.411,-9.703
50.167,-20.819,-10.630
53.177,-18.411,-8.675
56.979,-14.006,-3.201
59.902,-10.232,2.736
63.009,-7.390,6.317
66.905,-3.987,6.239
69.993,-0.327,2.234
72.593,2.980,-4.264
75.673,6.652,-9.732
79.172,11.625,-10.402
82.218,17.357,-5.742
84.620,24.729,1.981
85.008,33.828,8.298
80.872,42.336,8.589
75.176,49.788,2.265
69.128,55.825,-7.302
60.306,60.750,-14.844
49.582,65.009,-15.936
38.449,68.421,-8.981
27.133,72.427,2.562
13.907,75.305,12.143
1.197,76.006,17.118
-9.779,76.662,18.284
-22.976,76.572,17.621
-36.674,75.832,18.671
-49.327,74.943,23.510
-61.042,72.878,31.134
-71.209,69.523,37.626
-79.859,64.533,38.368
-84.897,59.621,32.901
-88.217,56.800,23.778
-91.959,54.299,13.608
-92.869,51.884,5.591
-91.070,50.357,1.072
-87.927,49.230,-0.414
-81.859,49.761,-0.255
-73.882,51.394,-1.605
-64.857,53.483,-6.148
-56.438,57.180,-12.395
-50.469,61.709,-17.628
-45.040,66.212,-22.260
-41.183,69.071,-27.770
-38.156,71.358,-30.338
-35.414,76.204,-26.250
-36.876,79.993,-16.754
-39.616,81.011,-3.783
-40.609,80.012,8.454
-40.487,73.345,14.014
-37.768,63.314,13.450
-35.527,53.558,10.737
-35.930,43.795,7.496
-34.339,35.434,6.141
-29.902,27.093,8.144
-25.263,17.314,10.481
-19.890,7.895,9.640
-12.827,-0.304,5.480
-5.508,-6.907,-1.423
-0.566,-12.048,-11.707
3.164,-16.451,-22.617
8.241,-19.989,-29.369
12.607,-23.489,-30.216
15.977,-27.974,-24.384
20.588,-33.051,-12.781
25.562,-38.013,2.202
29.760,-42.421,18.995
33.484,-47.407,34.565
37.121,-53.089,45.782
40.513,-58.434,50.032
43.367,-64.074,44.590
46.443,-68.973,30.048
49.446,-73.109,9.759
51.363,-77.467,-11.060
53.232,-79.508,-24.301
54.875,-80.529,-24.849
55.667,-82.068,-16.337
56.397,-79.410,-5.356
56.445,-71.251,4.374
55.655,-61.734,11.668
55.180,-53.277,19.176
55.587,-45.104,28.766
52.401,-38.242,35.691
43.966,-32.666,37.222
36.618,-25.836,36.693
27.835,-20.681,33.395
17.529,-19.918,25.670
11.944,-21.364,15.071
5.634,-22.655,2.188
-1.002,-22.149,-9.867
-3.821,-21.934,-19.601
-5.926,-22.235,-27.168
-5.717,-20.553,-30.221
-3.570,-19.472,-29.351
-0.597,-19.055,-25.091
3.743,-18.684,-17.787
6.311,-20.181,-8.740
6.676,-21.804,2.196
5.098,-24.380,12.342
2.389,-28.358,17.804
-1.314,-32.097,16.682
-7.505,-35.602,11.600
-13.158,-37.498,7.461
-18.518,-39.235,4.428
-25.129,-40.998,2.152
-30.668,-40.634,-0.128
-35.736,-40.252,-5.633
-40.927,-39.913,-13.903
-45.775,-38.004,-21.321
-50.355,-35.666,-25.649
-54.858,-33.809,-26.332
-59.498,-31.307,-23.002
-64.136,-27.643,-17.814
-68.945,-24.046,-14.607
-72.839,-20.058,-14.869
-75.911,-15.359,-19.164
-78.782,-9.778,-26.584
-80.693,-3.496,-35.968
-81.970,2.071,-46.924
-81.250,8.911,-55.542
-78.228,17.188,-58.018
-75.079,24.365,-55.959
-70.177,31.364,-52.188
-62.061,38.819,-46.223
-51.921,45.716,-36.493
-40.654,50.382,-23.835
-28.936,51.301,-9.731
-15.932,49.921,4.702
-3.120,47.207,15.749
8.148,42.938,20.500
20.266,38.918,20.148
31.823,34.390,17.142
42.369,28.644,13.589
53.111,23.389,9.431
62.595,17.155,3.495
72.386,10.869,-3.216
80.474,6.185,-9.253
83.901,0.836,-12.646
85.818,-4.851,-8.257
84.227,-11.438,3.275
76.435,-20.120,13.916
68.183,-26.923,21.315
61.229,-33.140,25.950
52.304,-41.195,28.526
44.014,-45.993,32.530
37.805,-49.066,36.732
31.807,-50.946,39.447
28.066,-48.616,42.448
26.665,-47.539,43.289
26.105,-48.279,38.553
27.508,-48.427,28.723
29.421,-49.529,15.247
30.171,-51.321,1.096
30.758,-54.207,-9.631
31.998,-58.089,-14.349
33.722,-62.009,-11.846
35.041,-65.906,-3.879
37.027,-69.283,4.929
40.318,-70.620,10.835
43.208,-69.073,12.602
46.162,-65.901,11.707
50.166,-61.860,10.385
53.995,-56.739,9.118
56.991,-49.755,9.359
59.495,-40.223,12.404
60.138,-29.714,17.062
59.620,-18.723,21.999
59.023,-7.501,23.161
56.372,2.244,17.136
53.220,11.268,5.981
50.320,19.602,-5.458
46.242,26.489,-12.356
42.234,32.087,-13.387
39.363,36.342,-9.493
37.607,40.412,-3.167
35.275,44.421,1.600
32.423,47.987,2.662
30.774,50.675,0.004
29.616,52.313,-4.646
27.875,53.628,-9.211
26.229,54.121,-11.980
25.880,54.482,-12.608
24.918,54.382,-15.213
23.374,53.276,-22.595
23.132,53.369,-32.479
21.562,53.703,-43.825
18.640,52.548,-55.755
16.296,51.622,-63.727
13.808,52.733,-62.280
9.221,53.585,-51.126
2.911,51.942,-34.607
-1.536,49.920,-17.109
-6.159,47.396,-4.717
-12.503,43.790,0.610
-17.865,41.025,4.507
-23.327,39.349,11.543
-28.884,36.784,20.008
-32.814,32.293,23.588
-35.161,28.440,19.822
-36.855,27.104,11.451
-38.883,27.266,1.400
-40.067,28.023,-6.106
-40.455,28.745,-9.007
-42.154,28.998,-10.908
-43.593,30.081,-15.460
-43.807,32.505,-22.277
-44.354,35.502,-28.730
-44.452,39.339,-30.157
-43.878,44.098,-22.191
-42.250,50.511,-7.769
-37.769,56.536,6.043
-29.545,60.345,17.154
-19.945,65.047,26.679
-13.785,69.169,34.814
-8.802,70.872,42.084
-2.769,71.988,46.773
-0.432,71.152,43.845
0.421,68.132,33.339
3.087,64.990,22.185
3.152,61.823,14.515
1.389,57.298,9.746
1.836,51.438,5.455
2.180,45.099,-0.447
2.152,39.664,-5.140
3.618,35.191,-6.000
5.187,30.249,-3.978
7.093,26.131,-0.423
9.006,22.433,2.582
11.230,18.299,4.884
15.488,14.958,9.232
20.017,12.046,17.388
23.225,8.691,27.166
26.204,5.489,34.811
28.877,2.826,36.291
31.136,-0.311,31.249
34.123,-2.594,24.210
34.471,-5.249,16.257
33.612,-8.080,9.935
35.056,-7.991,8.086
33.921,-8.209,5.844
31.106,-7.490,-0.738
27.721,-3.867,-11.225
21.385,-0.908,-22.513
16.100,1.830,-28.389
11.945,4.237,-24.060
6.188,6.164,-10.060
0.420,9.176,6.751
-5.189,9.952,16.939
-9.070,8.673,17.753
-11.489,9.143,11.987
-15.454,8.263,1.789
-16.508,6.186,-8.712
-15.063,5.542,-16.670
-15.293,4.527,-23.622
-13.793,4.170,-29.263
-10.653,5.600,-31.741
-8.851,7.225,-31.904
-7.688,8.070,-30.800
-5.729,8.930,-27.998
-5.057,10.216,-23.328
-6.224,11.595,-14.889
-7.418,12.276,-1.192
-9.726,11.841,15.123
-12.110,11.428,29.907
-14.912,8.924,34.177
-18.757,4.837,22.037
-21.920,3.033,2.227
-26.431,1.540,-16.041
-30.618,-0.431,-27.608
-32.358,-2.084,-29.891
-34.369,-5.100,-28.461
-35.381,-8.285,-28.333
-34.827,-10.824,-29.521
-34.479,-13.944,-30.012
-34.707,-18.440,-27.829
-35.144,-24.237,-22.693
-34.530,-30.231,-17.002
-33.843,-36.396,-13.067
-31.921,-41.073,-8.365
-28.734,-44.030,-1.045
-26.337,-46.622,8.557
-20.112,-46.151,19.565
-11.730,-43.034,25.471
-6.887,-38.323,20.154
-1.470,-31.773,6.554
5.296,-27.211,-8.991
10.208,-24.712,-22.116
14.169,-22.976,-29.922
17.179,-22.517,-33.074
18.895,-22.409,-35.127
20.050,-23.347,-37.363
21.586,-24.624,-36.449
22.484,-25.833,-27.873
22.112,-28.310,-11.968
22.603,-31.232,5.788
22.099,-33.404,20.128
19.430,-34.356,30.107
17.108,-35.622,37.817
13.743,-38.705,43.872
8.326,-41.284,49.456
2.788,-40.920,56.367
-3.800,-40.709,60.787
-10.463,-42.018,59.543
-14.737,-41.823,53.640
-19.919,-42.038,43.483
-25.046,-42.680,32.956
-27.304,-42.873,24.348
-29.649,-44.470,15.444
-31.184,-44.448,7.700
-31.588,-43.181,1.711
-32.357,-42.140,-3.346
-31.721,-38.961,-6.631
-31.300,-34.282,-9.441
-32.080,-27.590,-10.396
-32.252,-19.430,-6.452
-33.378,-13.025,0.311
-34.948,-6.876,7.968
-35.839,0.356,16.162
-38.227,5.898,22.516
-40.937,9.467,25.951
-42.673,13.147,27.484
-45.182,15.943,26.060
-48.867,16.355,19.257
-51.772,15.880,7.786
-53.899,14.807,-6.130
-57.425,12.134,-19.831
-60.745,8.570,-28.725
-63.091,4.702,-30.033
-66.639,-0.029,-25.163
-70.612,-6.150,-18.779
-73.154,-12.276,-15.394
-73.712,-17.169,-16.232
-68.750,-21.619,-19.219
-57.834,-26.214,-21.636
-49.945,-29.216,-22.420
-44.845,-29.320,-19.643
-34.630,-29.447,-13.213
-22.056,-29.902,-6.862
-10.559,-28.938,-2.913
0.619,-27.604,-1.937
11.503,-25.948,-3.990
21.896,-25.455,-8.202
31.789,-25.562,-10.786
41.301,-24.763,-8.871
48.168,-26.788,-5.927
53.490,-29.798,-4.800
59.037,-31.777,-6.764
62.434,-35.354,-12.856
64.564,-38.346,-20.010
65.292,-41.169,-25.250
63.775,-44.545,-27.836
61.875,-46.409,-27.206
60.014,-47.240,-21.523
57.789,-47.507,-10.093
54.660,-48.154,4.408
51.792,-48.119,19.215
48.379,-47.452,29.561
43.401,-48.605,31.096
39.839,-49.308,26.631
36.391,-48.557,21.500
31.168,-47.225,17.777
25.776,-43.640,13.121
20.486,-38.749,3.598
15.644,-32.607,-9.548
11.442,-24.566,-20.299
7.986,-17.415,-24.874
4.429,-10.939,-24.590
0.647,-3.244,-22.289
-2.612,4.560,-20.438
-6.576,11.256,-19.720
-9.932,17.460,-17.997
-12.228,21.898,-14.631
-14.014,23.924,-9.394
-14.726,26.084,-0.641
-15.020,28.403,13.013
-13.173,30.797,29.916
-9.838,31.172,43.086
-5.077,28.939,48.618
1.105,28.635,47.025
4.687,28.148,39.588
8.673,26.352,30.455
13.381,24.792,21.234
16.334,22.620,11.884
20.011,21.180,2.654
22.916,19.455,-5.447
27.017,19.198,-7.128
31.146,20.102,-2.739
32.445,19.033,3.239
36.241,19.400,12.020
39.818,20.038,24.179
41.141,18.049,35.428
43.220,13.800,42.543
46.334,9.120,47.008
48.082,4.524,48.788
43.536,-1.925,45.605
38.357,-6.762,35.630
34.430,-9.618,17.969
26.586,-10.100,-2.352
19.979,-6.195,-17.857
16.378,-2.146,-25.396
12.305,2.630,-25.872
7.977,8.992,-22.291
2.875,13.846,-18.841
-2.263,17.896,-15.442
-5.259,20.905,-10.375
-8.580,20.814,-7.405
-10.558,20.941,-5.141
-9.734,22.623,0.221
-9.504,22.964,6.620
-6.370,23.301,11.623
-2.469,22.892,9.792
-1.426,21.922,-0.947
-1.011,22.034,-15.399
-2.677,21.238,-27.986
-4.114,20.729,-32.068
-5.461,19.846,-27.145
-8.929,17.466,-19.146
-10.368,16.705,-11.094
-11.046,16.218,-6.231
-13.271,14.713,-5.138
-14.866,14.464,-3.699
-17.441,13.690,-2.052
-20.266,11.668,-1.088
-21.057,11.469,0.827
-22.471,12.404,2.120
-24.586,13.268,1.076
-25.640,15.050,-2.315
-27.808,16.531,-9.448
-28.559,19.068,-19.508
-22.239,22.277,-27.751
-14.271,22.424,-29.859
-10.763,22.584,-27.123
-7.129,22.335,-23.279
-0.440,19.267,-18.586
3.949,14.822,-13.650
4.446,8.386,-9.452
4.441,2.363,-5.667
3.513,-2.770,-1.980
1.814,-8.919,1.444
0.083,-14.485,4.305
-0.529,-17.836,6.903
-0.576,-20.254,6.093
-1.309,-22.059,0.200
-0.098,-21.579,-7.414
1.701,-21.151,-14.671
3.939,-19.677,-20.144
6.713,-13.232,-23.252
6.268,-3.978,-24.630
5.469,5.033,-23.569
8.336,12.827,-19.911
12.107,19.591,-15.416
13.110,26.795,-9.694
13.312,35.217,0.846
14.661,42.561,16.689
15.053,47.399,34.480
16.021,51.475,51.197
18.291,54.416,61.454
18.413,54.223,60.192
18.071,52.600,50.150
16.928,50.718,37.261
12.103,46.512,26.024
7.805,41.069,18.933
4.582,36.015,14.133
0.670,30.714,8.176
-1.041,24.642,0.401
0.056,18.003,-7.018
2.172,11.910,-11.669
3.921,6.920,-12.569
5.718,3.625,-11.293
8.819,1.204,-10.004
14.027,-1.493,-7.772
20.477,-3.416,-3.064
25.912,-4.632,3.813
30.832,-5.711,9.976
35.258,-7.232,10.267
37.395,-10.073,4.654
38.013,-12.536,-0.572
36.565,-14.907,-1.906
32.571,-18.973,1.299
29.198,-22.464,8.107
24.920,-25.957,12.318
18.621,-30.877,11.292
15.095,-35.200,9.370
12.204,-39.551,9.186
7.418,-44.184,12.203
4.140,-48.697,18.773
0.826,-52.661,24.552
-3.943,-54.335,23.782
-9.241,-53.786,16.586
-13.939,-50.609,8.964
-17.414,-47.200,5.217
-21.699,-45.043,6.632
-25.363,-40.756,11.477
-28.205,-35.223,15.026
-31.095,-29.455,14.314
-32.801,-23.833,8.974
-34.354,-19.650,0.187
-36.305,-16.315,-10.175
-37.778,-13.152,-18.138
-38.327,-8.748,-21.110
-39.931,-4.863,-23.177
-39.309,-0.951,-25.758
-35.062,4.696,-25.975
-33.263,9.329,-20.649
-31.745,13.823,-6.055
-29.944,17.905,15.293
-28.924,19.698,36.691
-25.982,19.245,50.827
-23.964,17.348,52.292
-22.875,15.998,43.814
-22.463,13.334,30.121
-24.548,8.721,13.518
-26.394,4.429,-2.564
-27.371,1.570,-15.179
-29.787,-0.311,-24.374
-32.426,-3.910,-32.411
-33.436,-8.076,-40.548
-35.263,-10.381,-47.568
-38.351,-12.284,-51.371
-39.950,-15.516,-49.314
-38.705,-19.907,-41.013
-35.540,-24.121,-29.366
-32.629,-26.902,-17.318
-28.579,-26.696,-6.949
-22.664,-24.627,-0.187
-15.949,-22.207,2.203
-8.066,-18.370,1.554
-0.852,-14.347,-1.043
6.126,-10.054,-2.118
13.256,-5.105,1.148
19.251,-1.789,6.441
26.443,1.811,13.536
33.142,5.760,20.411
38.204,8.536,22.803
43.507,12.409,20.093
46.278,16.470,12.197
45.930,20.214,1.161
42.034,22.358,-11.100
35.538,20.005,-23.282
31.506,15.549,-31.588
27.915,11.034,-35.724
22.394,6.684,-37.222
19.543,4.025,-32.393
19.344,1.977,-19.842
18.645,-2.137,-4.479
20.884,-5.298,12.134
25.180,-6.604,27.546
27.730,-9.602,36.486
32.869,-11.981,39.357
39.546,-13.190,36.918
45.175,-14.137,29.671
51.144,-12.381,20.154
52.078,-7.208,12.159
46.955,0.266,9.659
43.395,6.927,10.635
42.695,11.409,10.760
37.373,14.645,6.852
27.945,16.386,-0.995
21.286,13.751,-10.237
15.766,7.378,-20.084
10.084,2.758,-28.049
4.920,-1.730,-35.276
0.840,-7.704,-44.647
0.725,-12.837,-52.540
2.654,-18.239,-55.575
3.535,-22.531,-52.692
4.723,-23.730,-42.269
6.576,-23.522,-25.178
7.682,-23.643,-5.663
9.355,-23.677,12.720
11.675,-22.342,28.781
12.525,-19.691,41.247
12.457,-15.869,48.304
11.984,-11.059,48.359
10.707,-5.545,40.974
9.165,0.388,28.806
7.161,5.578,15.634
4.104,9.166,4.116
0.709,11.222,-1.385
-2.802,12.675,1.214
-8.625,12.409,5.686
-14.632,9.315,7.313
-17.743,6.029,6.551
-22.429,2.088,3.187
-27.349,-2.574,1.165
-29.801,-6.302,3.755
-33.348,-11.305,7.136
-35.200,-16.645,7.973
-33.979,-21.232,5.270
-30.846,-25.277,0.203
-26.289,-27.539,-5.521
-24.121,-28.363,-11.700
-23.143,-26.429,-16.164
-21.889,-23.080,-16.968
-21.590,-20.898,-14.683
-21.896,-19.210,-10.890
-22.741,-18.446,-7.354
-22.985,-18.650,-6.077
-23.364,-20.128,-8.142
-24.458,-22.100,-11.973
-25.638,-23.654,-15.523
-27.171,-25.207,-16.178
-27.339,-24.070,-13.308
-26.023,-19.267,-9.052
-23.375,-12.907,-3.193
-19.442,-6.653,3.288
-16.395,-0.536,7.142
-14.053,6.580,7.325
-11.637,13.871,5.740
-9.727,20.556,4.420
-9.289,25.702,3.803
-8.595,29.182,5.798
-6.029,32.495,9.869
-4.494,34.766,12.472
-3.018,35.934,12.902
-0.824,37.094,11.494
-0.649,38.275,9.816
-1.145,39.350,9.774
-1.994,39.505,10.318
-4.077,39.202,10.468
-7.034,38.912,10.706
-11.193,38.257,12.372
-15.945,37.590,15.954
-21.493,35.678,18.441
-26.700,33.270,17.812
